ROUTE,num_flights,avg_delay_minutes,delayed_percentage
BNA_OMA,631,9.31,16.48
PSP_MSP,913,9.3,14.46
ATL_AEX,1599,9.3,12.51
MSP_XNA,715,9.29,14.41
CMH_JFK,5591,9.29,12.95
ELP_AUS,3977,9.28,13.73
LAX_PDX,13273,9.28,12.99
WRG_PSG,1054,9.28,15.18
HPN_TPA,1070,9.28,10.65
CVG_SLC,2108,9.27,12.67
ILM_MIA,552,9.27,11.23
IAD_CVG,951,9.26,12.62
DAY_ATL,3988,9.25,8.68
MDT_EWR,643,9.25,14.15
LAX_SLC,12950,9.24,12.36
CLE_SFO,1725,9.22,12.75
LGA_AVL,2385,9.22,14.3
FAT_SEA,2640,9.22,16.93
PDX_OAK,5528,9.22,15.21
PDX_SMF,5379,9.21,15.39
LAS_LBB,1093,9.21,17.47
GTF_MSP,930,9.21,8.17
STL_RDU,1709,9.21,15.27
EUG_SEA,4711,9.2,11.87
PSC_SEA,6110,9.2,12.62
CDV_ANC,1053,9.2,16.24
AUS_STL,2953,9.2,16.49
SJC_GEG,1170,9.19,16.58
CLE_BNA,2452,9.19,13.95
ANC_ADQ,2370,9.19,14.43
ATL_DAY,3996,9.18,12.69
SEA_MSP,8018,9.17,14.27
MSP_ABQ,619,9.16,16.16
OAK_LAX,9956,9.16,15.58
GSO_MIA,1211,9.16,10.24
DEN_JMS,1160,9.16,13.28
SJC_HNL,3698,9.15,14.47
OMA_DCA,1907,9.15,13.84
PHX_PAE,1514,9.15,13.67
PDX_SEA,16625,9.15,12.99
LAX_ACV,1070,9.14,13.83
RNO_BUR,1191,9.14,13.77
PDX_GEG,1581,9.14,15.18
PNS_BNA,2577,9.14,12.07
SEA_BOI,12211,9.14,15.08
PVD_BWI,5453,9.14,13.39
SMF_OGG,1583,9.14,13.46
TUS_ATL,2363,9.13,8.38
DCA_EYW,1517,9.13,15.69
SEA_EUG,4716,9.12,15.08
DEN_DVL,1087,9.12,12.51
FCA_SLC,3416,9.12,8.17
STL_BNA,3765,9.12,15.67
HNL_SJC,3697,9.11,16.34
EWR_STT,730,9.1,14.79
BWI_VPS,702,9.1,14.81
ATL_BOI,1417,9.09,16.23
PSP_SEA,4723,9.09,14.19
TRI_CLT,696,9.09,13.36
SEA_PSP,4742,9.09,15.63
ATL_ABE,1990,9.07,13.07
DTW_DSM,1819,9.06,12.04
LAX_OAK,9900,9.06,15.62
IND_MCI,1159,9.04,15.19
ALW_SEA,855,9.04,13.68
SMF_SLC,5951,9.02,10.65
DSM_STL,2010,9.02,13.93
PHX_OGG,2236,9.01,15.3
JAX_BNA,2974,9.01,14.26
MSP_SEA,8017,9.01,14.36
PHX_LGB,4161,9.01,17.09
CPR_SLC,704,9.0,7.81
BUR_DAL,1236,9.0,16.26
SIT_JNU,2109,9.0,12.9
MKE_BNA,2477,9.0,15.14
LGB_SLC,4602,8.99,11.02
BLI_LAS,2192,8.97,11.63
PDX_LAX,13205,8.97,11.9
MIA_EYW,3567,8.96,15.25
HOU_LGB,1802,8.96,15.32
LIH_SFO,1743,8.95,9.58
ATL_ABQ,2921,8.95,15.82
JNU_KTN,1044,8.95,9.67
PSC_PHX,1128,8.94,10.99
ABQ_LAX,6816,8.94,11.93
LWS_SLC,1095,8.93,8.22
SLC_BUR,4275,8.93,14.01
BNA_VPS,2653,8.93,14.36
EUG_OAK,1511,8.92,13.37
MCI_BNA,3693,8.91,15.06
RNO_PDX,802,8.9,10.47
SEA_DTW,6089,8.9,14.91
LAS_AMA,1090,8.9,15.96
SEA_BLI,2889,8.9,16.16
RDU_CVG,1239,8.87,10.49
GTR_ATL,1520,8.87,9.28
BNA_BDL,1120,8.87,14.11
SEA_SNA,11934,8.87,14.3
OAK_PSP,1636,8.86,15.89
LEX_DCA,882,8.86,10.09
OAK_OGG,2544,8.85,15.33
TUL_DAL,3422,8.85,13.44
AZA_GRR,600,8.84,15.83
CLE_IAD,2448,8.83,10.46
LGA_PHL,1707,8.82,14.65
SLC_MSP,4714,8.8,13.83
LAX_TUL,1367,8.79,10.39
EWR_HHH,623,8.78,13.32
PDX_SJC,6907,8.77,13.99
BOI_SEA,11692,8.77,14.31
SLC_COS,1419,8.76,12.54
SNA_SMF,6733,8.75,16.14
SMF_BUR,8423,8.75,14.6
CLE_BWI,2960,8.74,13.14
SEA_OKC,1046,8.71,17.69
JFK_SNA,1091,8.71,11.27
SLC_PSC,3266,8.71,11.45
GEG_PDX,1568,8.7,12.69
PDX_PSP,1651,8.69,13.99
PIT_ATL,8305,8.69,11.49
BIL_SLC,3118,8.69,8.88
BOI_GEG,1428,8.68,12.96
ATL_GEG,1407,8.68,16.42
JFK_ORH,1191,8.67,14.02
PSG_JNU,1056,8.67,12.59
CHS_MDW,1386,8.67,13.2
ONT_HOU,797,8.67,14.68
BUR_HOU,720,8.66,14.86
ATL_MDT,2950,8.66,12.68
BNA_SLC,3048,8.65,12.43
PSG_WRG,1054,8.65,14.14
XNA_PHX,1545,8.64,12.23
SJC_PDX,6877,8.64,14.06
MSP_MSY,1182,8.64,13.54
SMF_IAH,1568,8.63,9.44
LAX_BOI,4196,8.63,11.53
ANC_LAX,1053,8.63,16.24
HOU_SLC,1171,8.63,15.63
SJC_BUR,7675,8.63,14.38
ONT_SLC,3496,8.62,8.41
LAX_OGG,6540,8.61,13.58
OAK_ONT,4732,8.61,14.43
SLC_OAK,5816,8.6,12.55
EUG_SLC,2180,8.6,7.71
CLE_STL,2099,8.58,13.67
SAT_BNA,2400,8.57,13.0
PHX_STS,1612,8.57,14.83
BUF_BNA,569,8.57,14.94
SLC_RNO,3334,8.57,12.75
BUR_PDX,3091,8.56,12.75
PDX_BOI,2602,8.56,13.87
SLC_PDX,7121,8.56,12.23
PDX_SLC,7124,8.55,10.96
OAK_BUR,9629,8.55,14.84
LAX_SMF,15400,8.54,13.08
OAK_LIH,2040,8.54,14.26
SMF_MSP,1657,8.54,9.84
OGG_OAK,2546,8.53,13.12
IND_HOU,1350,8.53,14.59
SEA_CHS,1031,8.52,17.65
SMF_EUG,575,8.52,13.74
PIT_STL,1147,8.51,14.12
MSP_CHS,672,8.51,14.58
PHX_RDM,2167,8.51,11.68
PHX_XNA,1535,8.51,13.88
MYR_BDL,722,8.51,10.53
LGB_BNA,1098,8.5,11.38
MKE_STL,2038,8.5,13.98
SMF_LAX,15471,8.49,12.32
CMH_HOU,1064,8.48,15.23
LAX_SDF,568,8.48,13.38
EWR_GSO,1431,8.47,13.7
EWR_MHT,623,8.46,13.48
GSO_DEN,821,8.46,10.11
SLC_DCA,1073,8.45,14.07
BOI_BUR,1107,8.45,15.36
PDX_KOA,1004,8.45,14.64
ATL_GTR,1521,8.44,11.31
ONT_DAL,1119,8.43,14.39
OGG_KOA,4815,8.43,16.12
PIT_BWI,3179,8.43,12.36
MSY_IAD,1902,8.41,10.36
BOI_OAK,1995,8.4,13.43
AZA_FSD,979,8.39,11.75
SMF_ONT,5874,8.38,13.47
LAX_ANC,1046,8.38,16.35
STL_PNS,550,8.38,14.55
PHL_EWR,515,8.37,9.51
LAX_LIH,4552,8.37,13.09
LAX_RDM,1460,8.36,12.05
LGB_HOU,1794,8.35,14.21
ANC_SCC,1485,8.35,11.85
GSP_ATL,8937,8.33,9.66
WRG_KTN,1056,8.33,12.41
SEA_MKE,1342,8.31,16.69
ECP_BNA,3087,8.31,13.18
SFO_BWI,1913,8.31,16.05
SLC_CPR,703,8.31,7.11
LAX_CLE,2162,8.31,11.93
SJC_ONT,4202,8.3,14.35
ONT_OAK,4734,8.3,13.48
SLC_ONT,3499,8.3,11.37
HNL_OAK,2959,8.3,15.68
EWR_ALB,804,8.3,13.06
LGB_ELP,642,8.29,14.95
AZA_PIA,543,8.29,12.71
CLE_LAX,2162,8.28,11.89
GEG_BOI,1402,8.28,10.84
IAD_MDW,890,8.27,15.06
SLC_FCA,3412,8.26,10.99
SNA_OAK,7894,8.25,14.54
ATL_SJC,2464,8.25,13.8
AMA_DAL,3842,8.25,11.66
SLC_BIL,3118,8.23,10.33
GNV_MIA,1014,8.23,9.27
BUR_STL,526,8.22,14.07
DTW_CHA,638,8.22,14.58
SJC_BOI,2108,8.22,14.61
ANC_AKN,556,8.22,16.19
SBA_SMF,1049,8.21,11.92
MEM_BOS,1458,8.21,8.57
MCI_ABQ,939,8.21,12.57
ABQ_HOU,2835,8.21,13.4
JNU_SIT,2128,8.2,13.72
LAX_OMA,1274,8.19,11.22
KTN_JNU,1048,8.18,11.07
OMA_SLC,2097,8.18,8.97
RSW_MCO,656,8.18,10.98
SLC_IDA,3232,8.18,9.96
SAT_IAD,1934,8.18,8.79
BUR_OAK,9608,8.17,13.34
SEA_ALW,852,8.17,14.55
OKC_MSP,1090,8.16,8.07
RDU_PIT,2099,8.15,11.24
CMH_IAD,2482,8.13,11.6
PDX_ATL,4157,8.12,12.41
CMH_BNA,2428,8.12,13.76
YAK_JNU,1043,8.12,13.71
SFO_PIT,1621,8.1,14.25
ATL_CHO,2338,8.09,11.16
PSP_SMF,1406,8.09,12.73
LAX_XNA,1298,8.08,11.71
SLC_MSY,1180,8.07,12.71
BUR_AUS,1156,8.07,13.15
SJC_SLC,5478,8.06,8.91
LGB_SJC,3907,8.06,13.64
ONT_AUS,1072,8.05,12.97
OKC_SAT,791,8.04,13.4
MHT_BWI,4782,8.03,12.11
ICT_STL,2019,8.03,11.99
GSP_BNA,581,8.02,11.19
CDV_YAK,1048,8.01,14.22
SMF_BNA,612,8.01,14.54
MAF_DAL,4346,8.01,10.68
PSC_SLC,3278,8.0,7.41
SLC_SBA,1311,7.99,9.69
GEG_SMF,1932,7.99,13.46
BUR_SMF,8439,7.98,13.91
OGG_DEN,1056,7.97,8.62
MFR_SLC,2176,7.97,9.28
LAX_ABQ,6808,7.96,12.19
SFO_RDU,2179,7.94,12.3
SJC_OGG,2191,7.94,13.1
ANC_PHX,1000,7.94,15.1
ELP_MDW,531,7.93,11.11
PIE_EYW,576,7.93,11.11
SJC_ATL,2456,7.93,7.61
PHX_FSD,1161,7.92,16.11
PDX_RNO,803,7.91,12.7
ANC_JNU,3588,7.91,13.82
LAX_BZN,1634,7.9,10.59
PDX_BNA,662,7.9,14.35
PDX_SBP,504,7.89,12.3
SMF_HOU,894,7.89,14.88
AMA_AUS,738,7.89,11.25
BUR_MDW,795,7.89,11.32
ANC_PDX,1729,7.87,11.22
SCC_ANC,1487,7.86,9.95
IAD_CHS,1970,7.85,10.51
CMH_SLC,567,7.85,7.58
SAT_OKC,802,7.84,14.09
LGB_ABQ,668,7.84,14.07
ABQ_MSP,622,7.84,6.27
LIH_HNL,25050,7.82,14.61
ONT_PDX,1614,7.81,12.95
SEA_JAC,550,7.81,13.64
BOS_SDF,2106,7.8,11.3
ONT_SJC,4217,7.79,12.83
YAK_CDV,1034,7.79,13.44
SJC_LAX,15616,7.78,12.19
OMA_STL,2306,7.78,11.58
SEA_MFR,3195,7.78,10.39
KOA_DEN,1070,7.7,6.73
ELP_HOU,3118,7.69,13.02
BTM_SLC,1699,7.68,5.18
OAK_MCI,1068,7.68,15.36
OAK_SLC,5822,7.66,11.28
ONT_ATL,2865,7.66,8.87
BUR_EUG,504,7.66,14.48
SJC_PSP,897,7.66,14.16
ONT_SMF,5849,7.66,12.67
OGG_HNL,34533,7.65,14.24
OAK_HOU,1292,7.64,13.24
CMH_BWI,3232,7.64,10.74
SJC_LIH,729,7.6,14.27
SLC_OKC,2118,7.58,11.61
MDW_ELP,538,7.56,13.38
FAI_ANC,2371,7.56,12.15
LAX_SJC,15608,7.56,12.69
OGG_LAS,2465,7.55,12.62
ABQ_MDW,1409,7.55,12.28
VPS_BWI,698,7.54,12.75
LAX_ELP,4088,7.51,11.86
SAT_MSY,1170,7.51,13.33
SLC_LGB,4606,7.48,11.57
HNL_LGB,2159,7.47,16.3
ONT_BNA,515,7.47,13.01
MSP_HRL,518,7.47,11.78
OAK_AUS,1090,7.47,13.3
SAT_STL,1524,7.46,12.73
PHX_CLD,637,7.45,12.72
ANC_OTZ,788,7.45,9.9
OKC_STL,2048,7.45,12.6
GUM_HNL,1077,7.45,8.17
RNO_OAK,1427,7.45,11.14
PGD_PSM,590,7.45,9.83
TUL_MDW,1346,7.45,12.85
HNL_ORD,1219,7.44,10.34
SJC_EUG,849,7.43,14.02
SLC_MDW,1981,7.43,13.48
SLC_TPA,1089,7.42,11.29
BUR_BNA,888,7.41,12.61
SAT_MDW,2106,7.41,12.44
LAX_SUN,748,7.39,10.56
SNA_SJC,8019,7.38,13.46
KOA_HNL,23484,7.38,13.27
BUR_SJC,7547,7.38,12.73
LGB_SMF,5680,7.34,12.41
HNL_IAH,1169,7.34,11.46
FAT_PDX,1715,7.32,10.61
LAX_MRY,2273,7.3,10.29
GEG_OAK,1807,7.3,12.84
CVG_IAD,1162,7.29,9.9
SMF_SNA,6759,7.27,14.08
LIH_OAK,2043,7.27,12.43
SMF_LGB,5676,7.24,13.04
DCA_HHH,730,7.23,11.37
SLC_RDM,2178,7.22,8.54
IND_IAD,3307,7.21,10.34
MCI_STL,3185,7.21,12.65
SLC_MFR,2167,7.2,10.48
LIT_STL,1998,7.2,10.71
AZA_IDA,623,7.19,12.68
HNL_LIH,25062,7.17,13.0
MSP_SLC,4726,7.17,12.06
GEG_SJC,1177,7.16,13.17
CDC_SLC,1862,7.16,7.79
SLC_TUL,2000,7.16,9.9
LIH_DEN,1108,7.13,5.14
MKE_MCI,924,7.1,12.01
PDX_MSP,3903,7.1,8.79
OTZ_ANC,1186,7.08,9.27
EUG_SMF,573,7.08,9.42
LIH_OGG,4419,7.07,12.38
MKE_SEA,1340,7.06,14.03
SLC_PIH,1730,7.06,6.47
MEM_AUS,554,7.05,9.93
SJC_ORD,843,7.03,6.76
SJC_LGB,3914,7.02,12.47
OAK_SNA,7901,7.01,13.43
PIT_RDU,2102,7.0,10.42
SAT_MCI,794,6.97,11.46
AKN_ANC,555,6.96,14.23
HNL_ITO,19191,6.95,12.83
SMF_MDW,1771,6.95,13.27
SPN_GUM,1115,6.95,5.83
ANC_FAI,2380,6.94,11.09
SIT_KTN,1073,6.94,10.07
SMF_STL,933,6.93,13.5
SLC_OMA,2092,6.93,10.71
LAX_GEG,2350,6.91,11.23
LGB_OAK,5256,6.86,12.12
BUR_ABQ,1043,6.84,12.18
KOA_SMF,551,6.83,9.07
TYS_DTW,1002,6.8,6.89
SNA_PDX,3933,6.79,10.14
ITO_HNL,19203,6.78,12.16
BOI_LAX,4210,6.77,8.84
SMF_SBA,1040,6.77,13.37
KOA_OGG,4808,6.75,11.48
SLC_WYS,672,6.73,9.97
BOI_PDX,3063,6.72,9.7
ELP_LGB,642,6.72,12.31
PIT_IAD,2602,6.71,10.3
VPS_BNA,2659,6.71,8.24
SEA_GTF,629,6.7,10.97
SJC_MDW,1612,6.69,13.28
GEG_LAX,2352,6.68,9.27
HNL_KOA,23504,6.68,12.47
MSP_VPS,886,6.67,11.06
SJC_SNA,8029,6.67,13.0
ABQ_SLC,3243,6.66,6.66
LGB_STL,999,6.63,13.11
TUL_SLC,2006,6.62,8.77
PSP_PDX,1661,6.6,10.6
PSP_SLC,2968,6.59,6.06
SLC_ABQ,3243,6.57,10.18
SMF_KOA,551,6.56,8.53
LGA_HHH,628,6.56,9.55
AZA_CID,602,6.56,12.29
HNL_OGG,34586,6.56,12.17
PSP_SJC,872,6.54,11.7
TWF_SLC,1900,6.54,6.16
LGB_OGG,1181,6.54,10.75
SJC_HOU,1072,6.52,11.29
FAT_SLC,3382,6.51,6.77
SLC_CDC,1857,6.43,8.78
BOI_SJC,2109,6.41,11.05
SLC_EUG,2180,6.4,7.94
SGU_SLC,4307,6.36,7.29
IAD_STT,915,6.3,11.48
OAK_LGB,5260,6.28,11.62
COS_SLC,1422,6.27,7.38
EKO_SLC,1232,6.27,5.28
OGG_LGB,1184,6.2,12.5
SJC_BNA,716,6.2,11.59
TUL_STL,2018,6.15,9.91
SLC_TWF,1896,6.1,7.01
LAX_OKC,2288,6.06,9.0
SLC_SGU,4296,6.03,8.57
ITO_OGG,1243,5.96,9.33
GTF_SLC,3103,5.95,6.99
PDX_MDW,1681,5.92,11.01
GEG_SAN,1017,5.87,9.44
CLD_PHX,637,5.85,8.79
AZA_FAR,989,5.76,8.7
IND_SLC,654,5.72,7.49
LGB_MDW,1356,5.65,10.62
AZA_BIS,728,5.6,10.03
HLN_SLC,2181,5.58,5.27
LIT_DCA,1076,5.54,10.59
SJC_KOA,1122,5.52,9.8
PIH_SLC,1732,5.5,5.54
GJT_SLC,680,5.49,6.32
SLC_GJT,680,5.43,6.18
TUS_PDX,605,5.43,7.27
PDX_SNA,3919,5.39,9.65
SFO_LIH,1749,5.38,9.32
SLC_TUS,3260,5.37,8.96
ONT_MDW,1071,5.37,9.99
ABE_MYR,572,5.33,9.79
SLC_LWS,1090,5.27,7.71
OAK_SBA,1049,5.22,9.34
SLC_BTM,1691,5.17,7.39
SLC_PSP,2970,5.04,8.45
XNA_DCA,1071,4.98,9.34
LBB_AUS,966,4.92,6.83
TUS_SLC,3262,4.74,5.46
SLC_FAT,3379,4.67,7.07
SDF_IAD,1269,4.49,6.07
SLC_SUN,2587,4.44,5.88
SLC_GTF,3103,4.39,6.25
GUM_SPN,1115,4.35,3.95
TUS_MDW,730,4.11,5.21
SJC_RNO,917,3.99,7.09
ABQ_OAK,1000,3.93,6.3
SLC_HLN,2177,3.85,4.41
KOA_OAK,794,3.8,6.17
LIH_LAS,1088,3.73,5.7
KOA_LIH,1093,3.59,4.76
KOA_LAS,1089,2.8,4.04
