ROUTE,num_flights,avg_delay_minutes,delayed_percentage
DTW_MIA,4904,15.77,22.76
RDU_TPA,3834,15.76,19.95
DEN_BIL,4151,15.76,22.57
DEN_FSD,4979,15.76,20.27
STL_BOS,4589,15.76,24.06
JAC_SLC,3297,15.76,15.13
CLT_PHX,8467,15.75,22.45
BUF_ATL,3905,15.75,20.18
ACY_FLL,1614,15.74,22.61
MDW_ORF,1718,15.74,27.24
OKC_DCA,2048,15.74,19.97
IAD_MSP,2690,15.74,14.61
DEN_IDA,3768,15.74,19.32
RIC_BOS,5190,15.74,18.9
DCA_TUL,1044,15.74,21.74
JFK_LAX,29966,15.74,19.51
DEN_DRO,5299,15.74,21.27
SFO_SLC,10497,15.73,19.31
DCA_ATL,20284,15.73,18.25
GJT_DFW,2814,15.73,17.7
MDW_LGA,7160,15.72,24.71
LAX_MIA,10282,15.71,20.39
DFW_ROW,2552,15.71,18.53
IAH_RDU,2493,15.71,21.74
DEN_IAD,9431,15.71,21.59
IAD_SFO,8159,15.71,21.02
LAN_ORD,897,15.7,18.28
BOS_LAS,4830,15.7,22.46
BWI_IAH,3307,15.69,18.66
BNA_IAH,5627,15.69,17.38
BNA_RSW,1742,15.68,22.85
DEN_CHS,2051,15.68,25.55
BWI_SAT,2525,15.67,25.19
DFW_ACT,3138,15.67,20.46
ANC_BRW,1046,15.67,25.91
TPA_IAH,4878,15.67,18.12
ORF_ORD,3718,15.66,18.91
DFW_GGG,2115,15.66,18.77
TPA_AUS,3654,15.66,21.81
MSP_JFK,3139,15.66,19.85
DEN_SMF,11823,15.65,24.47
IAH_SEA,6160,15.65,22.81
DTW_PHL,8819,15.65,17.26
JFK_PIT,5168,15.65,17.49
ORD_BWI,8064,15.65,22.38
CLE_LGA,6978,15.64,17.15
INL_MSP,1799,15.64,12.4
MEM_DEN,3722,15.64,19.69
BOS_SLC,3827,15.64,20.09
MSP_DCA,7007,15.64,20.21
DEN_MSY,6711,15.64,24.59
DCA_ACK,818,15.63,22.25
LAS_BUF,853,15.62,25.32
DTW_ESC,970,15.62,14.02
CLT_DAB,3817,15.62,21.74
EWR_SAV,2937,15.62,20.87
MDW_MCO,8652,15.62,22.88
MYR_CLT,7326,15.62,16.91
LGA_DTW,12219,15.62,17.85
BOS_CLT,13849,15.61,18.18
BDL_PHL,1734,15.61,15.34
EWR_STL,2636,15.6,18.59
DFW_SAF,4603,15.6,20.92
ORD_CVG,9320,15.6,22.29
ORD_HPN,3843,15.6,22.14
SYR_JFK,3552,15.59,16.36
DTW_SNA,832,15.59,21.51
SLC_MIA,1738,15.59,20.31
BWI_CLE,2948,15.59,25.68
DCA_PVD,7357,15.58,19.9
EWR_ROC,1900,15.58,21.84
GRB_MSP,2777,15.58,14.37
TPA_LAS,3048,15.57,20.14
SEA_ORD,15131,15.57,21.5
LAS_OMA,3266,15.57,25.66
SLC_CMH,567,15.57,20.46
AUS_SFO,6586,15.57,19.85
BNA_SJC,730,15.57,29.86
ATL_ALB,3014,15.56,22.06
DFW_XNA,9373,15.56,20.63
BWI_JAN,939,15.55,25.35
EUG_DEN,3020,15.55,18.01
DCA_RDU,7368,15.55,19.46
BFL_SFO,1740,15.55,20.29
MSP_BIL,1194,15.55,21.69
BWI_CMH,3224,15.55,25.25
BOS_IAH,5752,15.54,21.64
STL_FLL,2372,15.54,23.06
DEN_LAR,1800,15.54,19.56
BRO_DFW,4425,15.53,16.66
LAX_RDU,2149,15.53,17.59
TUL_ORD,4897,15.53,17.6
DFW_TYR,3142,15.52,19.29
DCA_SLC,1084,15.52,17.8
LAS_PHX,20120,15.52,21.55
BWI_BUF,5088,15.52,26.42
LAS_PHL,4860,15.52,19.79
MKE_PHX,4100,15.52,16.51
OAK_HNL,2954,15.51,19.91
SMF_HNL,2186,15.51,21.96
DFW_SWO,2125,15.51,16.24
DCA_PDX,1079,15.51,21.59
ATL_PBI,11952,15.51,24.54
DCA_MKE,3430,15.5,20.35
PHX_CLE,2426,15.5,21.15
DEN_LIH,1114,15.5,20.29
BNA_SMF,613,15.5,25.29
LGA_BNA,12586,15.5,19.96
ORD_SMF,3480,15.5,23.36
PIT_MYR,972,15.49,18.42
LGA_IAD,2555,15.49,18.43
MDW_SEA,1656,15.49,29.53
MDW_DEN,9374,15.49,22.09
DAL_DEN,9573,15.48,24.65
EWR_CHS,4364,15.48,19.8
CLT_ATL,14937,15.48,19.37
DAL_FLL,2293,15.48,25.56
AUS_SAN,6179,15.48,24.31
TPA_BNA,6895,15.48,22.63
BNA_ALB,544,15.47,16.54
MSP_BJI,2139,15.47,14.54
MSP_CLT,7281,15.47,18.84
DEN_LAX,22628,15.46,21.21
OKC_MCO,867,15.45,20.18
RDU_DEN,5695,15.45,19.56
DEN_MDW,9312,15.45,25.13
LAX_ORD,20118,15.45,17.19
SAT_ORD,4548,15.45,15.41
MDT_ORD,3338,15.45,19.02
CLT_GSO,6022,15.45,19.89
DEN_HOU,7724,15.44,25.22
SNA_AUS,1881,15.44,20.2
IND_MCO,7004,15.44,18.97
LAS_MKE,3764,15.44,24.1
MCO_OMA,1086,15.43,23.3
ATL_GRB,1086,15.43,20.72
MSP_CIU,1073,15.43,17.89
MCI_LGA,5735,15.43,17.07
ATL_COS,1198,15.43,22.95
DEN_MSP,18268,15.41,22.48
OMA_IAH,1730,15.41,14.28
TUL_CLT,2265,15.41,16.2
ORD_SYR,5255,15.41,21.56
DAL_ECP,1975,15.4,24.05
DTW_CLE,3587,15.4,18.04
FWA_DFW,2919,15.4,19.77
JFK_DCA,7498,15.39,20.21
ATL_ORF,7615,15.39,22.01
MSP_PHL,5306,15.39,18.79
LAX_IND,1977,15.39,17.91
BWI_DAL,5343,15.38,25.42
BIS_MSP,4263,15.38,15.18
AZO_ORD,626,15.38,19.17
JFK_RDU,10681,15.37,20.34
HOU_RDU,797,15.37,27.1
ANC_SFO,756,15.37,17.72
ORD_PDX,6642,15.37,21.35
FAT_LAS,5348,15.37,20.57
CLT_SGF,3585,15.35,24.38
PHX_BUF,622,15.35,24.44
DCA_IAH,6760,15.35,16.91
IAH_MSY,9107,15.34,20.11
DEN_AUS,13830,15.34,23.64
MIA_TYS,1131,15.34,25.11
AUS_SNA,1886,15.33,24.02
SAV_CLT,7827,15.33,16.05
AUS_TUL,1303,15.33,23.94
DCA_STL,6869,15.33,20.63
FNT_PIE,755,15.32,21.85
RDU_MSP,3629,15.32,14.71
ORD_SDF,6472,15.32,20.09
MSP_CWA,1445,15.32,13.98
SAN_ORD,8712,15.31,15.91
BOS_MSY,2686,15.31,20.89
SFO_ORD,14908,15.31,19.65
JFK_IND,5244,15.3,18.38
MSP_ATW,2663,15.3,16.71
BIS_DFW,1864,15.3,20.82
CLT_PIA,2193,15.3,21.89
ATL_CID,1084,15.3,19.74
DEN_TUS,7474,15.3,23.72
DEN_STL,11475,15.3,23.55
LAX_MEM,1223,15.29,19.22
LAS_OAK,13751,15.29,25.21
MDW_ROC,1152,15.29,26.3
PIT_TPA,2966,15.28,20.33
MDW_PDX,1678,15.28,27.35
MCI_DEN,12420,15.28,21.47
MDW_LAX,4117,15.28,26.84
GEG_PHX,3236,15.28,14.18
MDW_TPA,5354,15.28,23.35
PBI_PVD,1207,15.28,18.56
DCA_PHL,3767,15.28,19.11
MRY_SFO,1842,15.28,17.75
BNA_DCA,11659,15.28,19.55
DEN_GEG,5757,15.27,24.8
BOS_CVG,5279,15.27,19.91
PHX_LAS,20213,15.26,22.55
BWI_ORD,8090,15.26,19.36
PHX_DSM,2677,15.26,19.57
DEN_ATL,17651,15.26,21.6
MCO_HOU,5947,15.25,23.68
ORD_CAE,1536,15.25,21.74
BJI_MSP,2141,15.25,13.55
IAD_LGA,2554,15.24,22.4
IAH_IND,2389,15.24,22.02
ELP_DEN,5233,15.24,18.69
LAX_FLL,6079,15.24,21.39
ATL_JAC,641,15.23,24.18
MIA_CMH,2539,15.23,23.63
GPT_CLT,2653,15.23,16.13
TUS_ORD,2833,15.22,15.57
ORD_AZO,624,15.22,22.76
PAE_LAS,732,15.22,19.13
ATL_CLT,14925,15.22,18.58
AUS_OAK,1068,15.22,26.87
ORD_ELP,1869,15.22,20.71
MDW_FLL,3609,15.21,23.22
LAX_STL,3297,15.21,21.11
MKE_MCO,4706,15.21,19.21
SJU_ATL,6082,15.21,18.07
DFW_SGU,984,15.21,20.83
OMA_DTW,3164,15.21,15.93
SAN_SAT,1798,15.2,25.75
DTW_GSP,1674,15.2,18.46
DEN_RSW,2632,15.19,21.81
TPA_BDL,2605,15.19,19.69
MDW_PVD,1945,15.18,24.22
CMH_MCO,6558,15.18,19.12
CLE_BOS,5278,15.18,18.87
ORD_AVL,3068,15.18,22.43
STS_SEA,1418,15.18,24.82
LGA_JAX,3046,15.18,18.91
SFO_PSP,7289,15.18,20.66
DEN_MSN,3194,15.18,22.6
SFO_MDW,948,15.18,23.52
HOU_LGA,3516,15.17,21.93
DEN_JAC,4404,15.17,20.59
IND_PHX,4530,15.17,19.27
SEA_PHL,3214,15.17,24.58
DEN_BFF,1809,15.16,18.91
DFW_SPS,2105,15.16,17.2
DEN_RNO,7339,15.16,23.6
DFW_LCH,3112,15.16,17.58
DEN_FCA,3132,15.16,19.99
BWI_MYR,3194,15.15,23.04
ICT_LAS,1185,15.15,18.23
BWI_SRQ,4097,15.15,23.04
HNL_ATL,1098,15.14,19.85
LAS_CLE,2803,15.14,20.87
SFO_CMH,929,15.14,24.87
CLT_BTR,2383,15.14,21.95
TPA_SFO,1821,15.14,21.31
AUS_ONT,1074,15.14,28.03
IAD_SJU,1437,15.13,17.95
RNO_ORD,887,15.13,18.38
AVL_BOS,673,15.13,17.68
SDF_ORD,6483,15.13,18.6
STS_SNA,1895,15.13,21.53
JFK_LAS,10098,15.12,20.18
BWI_MDW,5829,15.11,23.52
ATL_AGS,5046,15.11,16.55
CLT_DAL,1118,15.11,24.06
JAC_SEA,551,15.11,22.5
DFW_DRO,3286,15.1,19.42
DFW_AMA,6743,15.1,19.77
BWI_SYR,1671,15.1,27.77
ORD_ALB,4073,15.1,22.19
BOS_MYR,1768,15.1,19.57
CVG_FLL,2475,15.1,21.09
BWI_RIC,1140,15.09,24.39
ORD_BZN,2700,15.09,22.74
FLL_HOU,2814,15.08,22.85
CVG_RSW,2209,15.08,18.7
DAL_OAK,1889,15.08,25.09
PIT_RSW,1711,15.08,20.28
ORD_ILM,600,15.08,21.0
SMF_ORD,3469,15.08,16.49
DFW_TXK,2458,15.08,18.8
BOS_SEA,7618,15.07,21.41
DHN_ATL,1536,15.07,14.26
ATL_ROC,3011,15.07,22.22
LAS_IND,4336,15.07,23.13
DEN_DDC,1267,15.06,18.55
BWI_LAS,5771,15.06,23.74
DEN_MSO,3363,15.06,20.1
JFK_CLT,9037,15.06,17.02
BWI_DEN,9010,15.05,22.64
DEN_DTW,8845,15.05,21.94
ATL_ONT,2866,15.05,23.52
PHX_SBA,3727,15.05,19.05
LGA_DCA,14307,15.04,18.89
FSD_MSP,3955,15.04,16.84
DTW_IAH,6914,15.04,20.02
BWI_HOU,4076,15.04,25.32
MFR_DEN,2157,15.03,14.42
DCA_JFK,7460,15.02,19.89
MSP_ICT,988,15.02,18.02
FLL_ACY,1610,15.02,24.1
HNL_JFK,2010,15.02,23.48
PHL_PHX,7236,15.02,18.82
SYR_BOS,913,15.02,17.31
DEN_BOI,8023,15.01,23.56
DEN_MCI,12483,15.01,22.91
DFW_ATW,576,15.01,21.18
TYS_DEN,2774,15.01,16.91
DTW_SFO,4743,15.01,21.57
PHL_DCA,3782,15.01,17.11
SFO_HNL,7378,15.0,21.16
ONT_IAH,866,15.0,19.28
ROC_ATL,3001,15.0,17.39
LGA_DSM,1818,15.0,19.14
CLE_ORD,10214,15.0,17.19
RNO_SAN,2725,14.99,24.0
OKC_PHX,5347,14.99,16.42
BWI_DTW,6098,14.98,19.42
OMA_LGA,2888,14.97,14.02
RSW_ACY,1209,14.97,16.96
TPA_MCI,1826,14.96,22.4
JAX_ORD,4802,14.96,17.06
CVG_LAX,1154,14.96,18.11
BUF_DTW,3556,14.96,14.76
DEN_DCA,4243,14.96,21.02
CID_ATL,1083,14.96,12.1
ATL_EYW,4340,14.95,18.06
CVG_DEN,5209,14.95,18.45
DAL_BHM,2595,14.94,24.12
ILM_EWR,887,14.94,16.35
LBB_PHX,1091,14.94,9.17
LAX_CLT,7947,14.93,16.22
PHL_MSN,531,14.93,19.02
BWI_JAX,4182,14.93,25.3
DCA_MYR,1636,14.93,20.9
ABE_PIE,794,14.93,13.48
DAL_LAX,5456,14.93,23.88
LAS_OKC,3286,14.93,24.8
CLT_CAE,2926,14.93,19.1
STL_BUR,530,14.93,27.92
MSY_SAT,1178,14.92,21.99
ORF_DEN,1694,14.91,19.83
LAX_BOS,13585,14.91,18.47
STS_SAN,2005,14.91,23.94
LAX_HNL,16143,14.9,20.01
DTW_FLL,7463,14.9,21.45
DTW_MQT,1064,14.9,16.45
DFW_MTJ,1702,14.9,18.68
RSW_CLE,2894,14.89,17.48
IAD_SEA,6366,14.89,18.96
GRK_DFW,5053,14.88,19.51
DEN_SAT,9194,14.88,23.29
ABQ_ORD,2754,14.88,18.01
DEN_FAT,4343,14.88,22.2
MCI_RSW,630,14.87,19.84
BOS_LGA,22240,14.87,17.88
DTW_TPA,6990,14.87,19.84
IAD_FLL,2308,14.87,18.41
PIT_BOS,6353,14.86,18.65
MSY_IAH,9095,14.86,16.9
DFW_FCA,731,14.86,24.62
DTW_MKE,4268,14.86,18.79
MKE_RSW,1211,14.86,20.89
PHX_FAT,4332,14.86,19.0
YUM_PHX,3815,14.86,12.92
MDW_LAS,8876,14.86,23.82
RSW_DEN,2624,14.85,19.59
BNA_IAD,3040,14.85,18.03
LSE_ORD,1466,14.85,18.01
PHL_EYW,1263,14.85,18.53
MDW_BUF,2424,14.84,25.25
IAD_TPA,3692,14.84,19.69
TYS_MIA,1134,14.84,15.17
RDM_PHX,2175,14.84,10.44
DFW_CHA,4091,14.84,19.31
DEN_ELP,5236,14.84,23.93
PHX_GEG,3239,14.84,20.75
DEN_BNA,11601,14.83,23.68
DEN_PDX,13268,14.83,23.63
LAX_MCO,9175,14.83,19.35
HNL_ANC,1084,14.83,25.28
SAV_LGA,2758,14.83,16.42
ITH_JFK,1394,14.83,13.49
ORF_ATL,7616,14.83,16.29
ALB_DTW,3724,14.82,13.56
BOS_PIT,6369,14.82,19.75
ESC_MSP,786,14.82,14.25
MSP_IAH,5497,14.82,19.56
DAL_MEM,1399,14.81,23.59
SRQ_CMH,586,14.8,22.53
BNA_LAX,6328,14.8,19.06
ATL_MDW,10795,14.8,20.8
HNL_ONT,1090,14.8,28.17
JFK_CHS,4145,14.79,19.52
ATL_MSY,13351,14.79,22.07
DEN_ABQ,8655,14.79,23.34
SFO_FLL,3834,14.79,18.73
RSW_CMH,1894,14.78,22.23
FLL_MSP,2100,14.78,17.14
BTR_CLT,2387,14.78,18.31
DEN_SJC,8878,14.77,22.88
DCA_DAL,5012,14.77,22.09
BWI_PVD,5455,14.77,24.29
MCO_ORH,852,14.77,17.61
BWI_PIT,3142,14.77,24.76
MEM_MCO,2380,14.76,17.44
VPS_HOU,829,14.76,19.66
ATL_HNL,1106,14.76,21.88
IDA_PHX,603,14.76,15.59
AMA_LAS,1088,14.75,20.31
GRB_DTW,2565,14.75,13.41
LAX_AUS,12289,14.74,19.07
XNA_LGA,2254,14.74,16.64
LAX_SAT,6242,14.74,17.98
EWR_SYR,1787,14.74,19.59
DEN_GCC,2058,14.74,16.86
PHX_IND,4500,14.74,20.96
SYR_DEN,1289,14.74,17.15
STS_BUR,852,14.74,24.77
DFW_SNA,8774,14.74,21.24
BNA_BUR,887,14.73,23.34
ELP_LAS,4004,14.73,19.23
BDL_MIA,1443,14.73,14.14
DCA_MCI,5513,14.72,21.24
XNA_ORD,5417,14.72,18.79
DEN_SUN,1624,14.72,17.18
DCA_SDF,3080,14.72,18.99
IAD_ORD,5289,14.71,20.23
SAN_SBP,1429,14.71,24.28
SAV_ORD,3083,14.71,17.9
ATL_PVD,2992,14.71,21.86
EWR_MYR,3177,14.71,18.98
DFW_GNV,1341,14.71,18.49
SYR_ATL,3108,14.71,16.02
RNO_SJC,905,14.71,22.98
ORD_DAL,3456,14.71,22.57
ATL_LFT,2270,14.7,16.74
MDW_MHT,1548,14.7,24.48
DAL_CHS,997,14.7,23.17
DEN_PSC,2175,14.69,19.82
CMH_PHX,3118,14.69,12.92
IAH_PSP,619,14.69,20.19
PSP_PHX,4641,14.68,15.28
LAS_ELP,3981,14.68,22.81
DEN_JLN,869,14.68,19.56
ORD_RSW,8140,14.68,19.83
PIA_AZA,544,14.68,13.79
MDW_OKC,1554,14.67,25.03
TVC_CLT,519,14.66,17.92
DEN_VEL,638,14.66,16.46
TPA_DAL,3949,14.66,22.51
ORD_MTJ,533,14.66,24.77
MCO_PWM,563,14.66,20.96
KOA_SFO,2301,14.65,14.21
SEA_DEN,19511,14.65,21.97
RDU_LAX,2153,14.65,16.54
CLT_BTV,1824,14.65,23.36
RIC_BWI,1143,14.64,21.96
DCA_MSY,5538,14.64,21.22
DEN_EUG,3054,14.63,23.22
MKE_DTW,4272,14.63,15.29
MDW_SMF,1747,14.63,26.67
MIA_GSO,1215,14.63,22.8
SFO_LAX,33711,14.61,20.8
BTV_JFK,2329,14.61,16.1
PHX_DEN,27368,14.61,20.4
STL_SRQ,1055,14.6,23.22
DTW_ALB,3720,14.6,18.68
PDX_AUS,1229,14.59,24.08
DFW_MOB,3119,14.59,20.01
SEA_MIA,2638,14.59,21.83
TPA_IAD,3692,14.58,17.31
SBA_DEN,3361,14.58,16.19
RDM_SAN,777,14.58,22.91
JFK_SEA,8807,14.57,20.28
CLT_MDW,2350,14.57,22.68
DCA_MSP,7065,14.57,16.31
CSG_ATL,1921,14.57,13.59
MSP_TVC,545,14.57,13.58
SAT_SLC,3031,14.56,13.82
BOS_CLE,5277,14.56,19.04
CLE_RSW,2885,14.56,17.47
LGA_CAE,1946,14.56,20.25
STL_SAN,1534,14.56,24.71
DSM_ATL,3469,14.56,11.5
PWM_LGA,3990,14.56,16.29
DAL_HRL,765,14.56,23.14
BIL_MSP,1189,14.55,12.36
ORD_IND,11866,14.55,18.57
DFW_STS,717,14.55,20.64
BIS_AZA,727,14.55,17.06
DCA_SEA,2455,14.55,18.17
SJU_BWI,3989,14.54,20.43
BTR_DCA,775,14.54,11.87
IAH_SAN,5217,14.54,19.99
SFO_ONT,4199,14.54,19.12
ACY_MYR,803,14.54,16.31
BWI_ROC,3342,14.54,25.61
ORD_EYW,1130,14.54,23.19
BRD_MSP,1878,14.53,14.43
TPA_DTW,7008,14.53,17.68
CLE_DTW,3588,14.52,14.35
BOI_LAS,4687,14.52,19.71
STL_LAS,6088,14.52,21.76
LAS_BOI,4689,14.51,23.84
BOS_BWI,12003,14.51,19.37
BWI_GSP,1638,14.5,22.04
TUL_IAH,2184,14.5,14.93
SAN_DEN,16221,14.5,20.8
MSY_DAL,6857,14.5,21.45
GRR_IAH,672,14.49,19.35
IAD_DEN,9445,14.49,18.72
HOU_JAX,978,14.49,23.82
IAD_SAT,1941,14.49,16.85
DCA_AVL,1550,14.48,21.42
SNA_ORD,6616,14.48,16.23
ATL_JAX,12760,14.48,23.07
DTW_CHS,1692,14.47,17.67
PGD_IAG,556,14.46,14.39
SLC_MCO,5437,14.46,20.12
DTW_LGA,12188,14.46,18.62
CLT_DTW,10516,14.46,18.63
SAN_MRY,1536,14.46,24.93
DEN_BWI,8989,14.45,24.21
CLT_SBN,3244,14.45,19.79
HNL_SEA,8533,14.45,20.92
PHX_SAN,16548,14.44,22.25
BMI_ATL,1584,14.44,15.28
LAS_IAH,11936,14.44,19.05
OMA_DAL,1259,14.43,21.53
JFK_BGR,830,14.43,17.11
SAT_SEA,1729,14.43,26.37
MIA_BHM,2125,14.43,23.86
MAF_DFW,8209,14.43,18.09
PIT_ORD,9185,14.42,15.73
DAL_LIT,3047,14.42,22.87
SAV_MDW,1400,14.42,18.14
DAL_MDW,6674,14.42,22.22
LGA_IND,7687,14.41,17.29
DAL_IND,2059,14.41,22.39
MDW_OAK,1775,14.41,26.25
BWI_AUS,4066,14.41,23.27
KOA_LAX,4894,14.4,14.22
ATL_CLE,9629,14.4,20.75
BOS_RIC,5206,14.4,20.44
PVD_ATL,2990,14.39,16.66
AUS_MCI,2660,14.39,20.6
LAS_ATL,14863,14.38,18.31
BWI_SAN,2520,14.37,25.0
HOU_SAV,805,14.37,23.35
SFO_OMA,881,14.36,20.43
CLT_IAD,5845,14.36,18.51
DEN_TVC,561,14.36,19.07
MSP_ABR,2175,14.36,12.41
RSW_IND,2629,14.36,20.2
DAL_SAV,1089,14.36,23.69
CMH_LAS,3113,14.36,22.33
ABQ_BWI,972,14.36,24.18
BWI_ISP,3863,14.35,24.62
MSY_SEA,1989,14.35,22.93
MDW_BDL,2199,14.35,24.56
SLC_IAH,5898,14.35,18.02
TPA_BUF,2406,14.35,18.58
TPA_ISP,1511,14.34,19.79
STL_MIA,2779,14.34,18.93
ORD_ROC,5059,14.34,21.82
ORD_ABQ,2771,14.34,22.27
SBP_SEA,1010,14.33,19.11
CLT_ECP,3115,14.33,19.58
RNO_PHX,6826,14.33,13.87
DTW_AUS,4060,14.32,22.51
BDL_FLL,2155,14.32,20.42
DRO_PHX,2725,14.32,14.9
JFK_SAT,1599,14.32,18.7
XNA_LAX,1299,14.32,20.02
AUS_SMF,1771,14.31,25.97
DCA_ECP,870,14.31,21.15
DFW_AEX,3143,14.31,17.31
LGA_ROA,1543,14.3,19.44
EVV_DFW,2700,14.3,17.93
DCA_SYR,3119,14.3,20.26
BOS_EYW,554,14.29,22.2
SRQ_MDW,1469,14.29,20.9
GSP_ORD,3985,14.28,18.8
MSY_DEN,6699,14.28,19.91
MDW_ATL,10769,14.28,18.63
RAP_DFW,2895,14.28,16.65
ORD_PWM,3216,14.28,20.74
CLT_MLB,3384,14.27,19.12
KOA_PDX,1008,14.27,23.12
RIC_DTW,2694,14.26,15.22
PIT_IAH,1921,14.26,17.23
SAN_AUS,6170,14.25,24.25
PGD_BLV,547,14.25,19.56
EYW_MIA,3570,14.25,19.94
ELP_ORD,1864,14.25,16.47
LGA_MSN,1630,14.25,19.75
RSW_IAD,1527,14.25,13.56
LAS_DAL,8562,14.24,24.62
BNA_DEN,11572,14.24,20.0
SJU_IAH,2706,14.24,18.07
SNA_STS,1886,14.24,21.26
MCI_OAK,1057,14.23,27.06
TPA_IND,3498,14.23,19.75
MCI_PHX,7499,14.23,17.99
HOU_FLL,2834,14.23,22.79
DEN_BZN,7909,14.23,22.35
ATL_SAN,7013,14.22,23.5
ACY_TPA,1168,14.22,17.55
SAN_DAL,4425,14.21,23.14
BNA_TPA,6879,14.21,21.25
DCA_HOU,3050,14.21,21.08
TPA_PIT,2977,14.21,19.48
DCA_BNA,11717,14.21,19.09
GSP_DEN,1105,14.21,18.01
PHX_SAT,7646,14.21,20.23
MLU_ATL,1611,14.21,13.97
CLT_BHM,6184,14.2,19.58
PIT_LGA,9079,14.2,15.32
BOI_PHX,5170,14.2,15.13
ATL_DTW,15131,14.2,20.1
CAE_CLT,2929,14.19,16.56
CLT_GPT,2656,14.18,19.95
RSW_PIT,1718,14.18,17.64
RST_MSP,2030,14.18,14.14
EWR_IND,6432,14.18,17.49
PIT_SRQ,844,14.18,21.33
ICT_MSP,993,14.17,13.39
PHX_IAH,7847,14.17,15.61
LGA_CLE,6991,14.17,17.64
JFK_BWI,1461,14.17,16.15
PWM_EWR,3144,14.17,15.84
SAT_IAH,6656,14.17,17.62
SDF_DEN,3255,14.17,16.71
BDL_LGA,916,14.16,16.16
HOU_BUR,741,14.16,19.97
DEN_ANC,1738,14.16,21.4
LAS_SAT,6606,14.16,22.19
RDU_SFO,2181,14.16,18.07
CLT_FAY,1014,14.16,16.57
MSY_LAS,3023,14.16,23.26
MDW_RSW,3450,14.15,22.58
DAL_SAN,4403,14.15,24.32
SAN_MCI,1441,14.15,22.76
DFW_HOU,6311,14.15,20.68
LGA_MKE,3114,14.15,15.54
ATL_SYR,3115,14.14,20.96
SAN_EUG,692,14.13,23.99
MQT_DTW,1071,14.13,14.29
BOS_MCI,2065,14.13,19.18
STS_PDX,866,14.13,16.4
JAX_LGA,3046,14.12,14.64
BWI_LAX,5004,14.12,22.96
MHK_DFW,2588,14.12,14.06
DAL_SDF,572,14.12,22.2
DEN_MRY,1704,14.11,19.66
JFK_SLC,5926,14.11,19.59
ROC_LGA,2239,14.11,15.1
PIT_CLT,5648,14.1,17.14
IND_SEA,1606,14.1,22.79
RSW_STL,2601,14.09,20.95
MSP_DLH,3389,14.09,14.07
IAD_MSY,1905,14.09,17.22
MDW_SAV,1406,14.09,22.9
DTW_GSO,1075,14.09,13.67
MDW_GRR,2854,14.09,23.02
SFO_SEA,19926,14.08,21.87
HOU_VPS,828,14.08,23.31
PSP_LAS,2224,14.08,22.17
BWI_BDL,5050,14.07,23.92
DEN_MTJ,4382,14.07,21.29
BTV_LGA,1838,14.07,15.02
DFW_GRK,5062,14.06,20.09
SAV_MIA,2249,14.06,14.85
MDW_CLT,2381,14.06,24.53
SRQ_IAD,605,14.06,15.21
OAK_LAS,13678,14.06,21.65
DEN_SUX,1004,14.06,19.72
MSO_MSP,1390,14.05,13.88
AUS_ECP,816,14.05,22.55
MDW_MEM,1962,14.04,23.9
GSO_LGA,5695,14.04,15.72
SFO_BFL,1741,14.04,16.26
MSP_SJC,1397,14.03,22.55
BOS_DEN,10968,14.03,20.6
BWI_SAV,2726,14.03,23.0
CVG_BOS,5279,14.02,18.49
RSW_DTW,5463,14.02,16.6
IAD_MIA,1537,14.02,17.57
AUS_RNO,563,14.01,24.33
DTW_ATL,15094,14.01,18.21
HOU_ATL,9255,14.01,16.56
DCA_LEX,871,14.0,15.96
IAH_SJC,914,14.0,18.82
STL_LGA,10210,14.0,17.9
RIC_DEN,2117,14.0,19.84
DFW_GPT,3029,14.0,18.88
HOU_SDF,950,14.0,22.21
SFO_FAT,3609,13.99,18.45
MSP_OMA,4062,13.98,17.28
SGF_ATL,2701,13.98,15.44
STT_FLL,1210,13.98,21.98
LGA_ACK,1278,13.98,16.9
JFK_PSP,588,13.98,18.71
ATL_BUF,3918,13.98,20.14
MSP_DEN,18230,13.97,19.81
AUS_MSY,6003,13.97,21.54
ANC_MSP,1982,13.96,15.74
LAS_ONT,7915,13.96,22.72
SNA_LAS,12468,13.96,20.56
DTW_CLT,10512,13.96,15.16
LAS_MSY,3011,13.96,24.34
TVC_MSP,545,13.96,20.92
MDW_DTW,6112,13.95,19.63
DLH_MSP,3395,13.95,14.37
MDW_PHX,8944,13.95,23.0
MCI_LAX,3882,13.95,20.27
MCI_TPA,1833,13.94,21.66
RSW_MDW,3437,13.94,20.37
IAD_AUS,3293,13.94,17.58
CAK_DCA,1062,13.94,15.44
SEA_LAS,19186,13.93,22.51
PHX_SDF,927,13.93,22.33
DEN_SBA,3365,13.93,22.38
DTW_RIC,2692,13.92,17.2
CLE_FLL,3306,13.92,18.06
ORD_MYR,927,13.92,19.63
LAS_PSP,2224,13.92,25.81
SHV_DEN,582,13.92,18.04
MLI_ATL,1434,13.91,14.5
MDW_BUR,800,13.91,25.5
ATL_CSG,1916,13.91,15.87
IAH_LAX,15918,13.91,18.11
MSP_ANC,1987,13.91,18.57
SFO_ATL,9596,13.9,18.16
CLE_MSP,3401,13.9,14.53
COS_LAS,2836,13.9,20.31
LGA_SYR,2160,13.9,15.42
LAS_SEA,19166,13.89,20.37
MDW_MSP,8851,13.89,19.26
SAT_TPA,1293,13.88,20.11
SLC_CLT,2771,13.88,16.71
SFO_RDM,3396,13.88,17.2
